text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
There won't be life in prison if these thugs bust into my house.  They'll be dead.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Wish he was still alive so we could kill him.,0.9074074,0.12962963,0.0,0.8703704,0.074074075,0.0,0.0
"Kill them dead, did they?",0.8484849,0.07575758,0.015151516,0.8030303,0.07575758,0.030303031,0.0
Right on Neil! Obama should send in the Marines and forcibly remove all the protesters. Good idea!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Get the kids a tazer when they are 2, a hand gun when they are 4, a rifle at 6 and a Gatling gun by the time they reach 8.  This IS America, afterall...shoot em up!  Kill Kill Kill!",0.88709676,0.09677419,0.032258064,0.83870965,0.032258064,0.06451613,0.0
shoot him then cut his nose off.,0.9638448,0.33421516,0.024691358,0.9532628,0.08024691,0.005291005,0.0070546735
Burn him the stake for his blasphemy,0.9647812,0.16755603,0.010138741,0.95037353,0.15795091,0.013340448,0.0010672358
garbage like you should be incinerated!,0.9907407,0.3208912,0.03125,0.9157986,0.9733796,0.006076389,0.00028935185
Sometimes vermin should be put to death....,0.9,0.2,0.0,0.9,0.2,0.0,0.0
"If you want to kill someone, use a car.  The penalties for killing someone, even when at fault, are laughable.",0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
You got it.  And he's appointing Carson to manage the slaughter ....,0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
Off with his head.,0.9,0.4,0.1,0.9,0.1,0.0,0.0
Castration would be a start.,0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
Why not eliminate the middle man (game) and go straight to shoot out?,1.0,0.16666667,0.0,1.0,0.0,0.0,0.0
Kill all four of those monsters. Eye for an eye.,0.89799476,0.22493461,0.039232783,0.8936356,0.32693985,0.04272014,0.010462075
"Kill them all, and the worthless parents too!  Scum of the earth these trailer rats.",0.8857143,0.27142859,0.21428572,0.8142857,0.8,0.028571429,0.0
"They all deserve to die, too bad we can stone them in town square.",0.92583334,0.30416667,0.01,0.89916664,0.15583333,0.019166667,0.00083333335
Alaska is going nuts. Makes the parents proud I'm sure. I still say put them all on an island and let them kill each other.,0.93662727,0.11063373,0.011278195,0.84210527,0.69709986,0.518797,0.0026852847
"­Erick ­Joaquin-Espinosa should be put to DEATH, CLEANSE THE GENE POOL.................................READ the SIGN:  DEATH PENALTY.......................",0.8333333,0.0,0.0,0.8333333,0.16666667,0.0,0.0
Kill them all off. Drug addicts are losers.,0.9137931,0.31034482,0.05172414,0.8448276,0.6896552,0.12068965,0.0
"My firearms haven't killed anything in 6 years . Even then I had a hunting license ,  I have wished I got some of the thieves in my neighborhood , and maybe I will.",0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
Russia should continue bombing till all terrorists are dead.,0.87142855,0.08571429,0.014285714,0.8428571,0.114285715,0.12857144,0.0
let me know when you become a burden..i'd love to pull the trigger for you.,0.9,0.2,0.0,0.9,0.1,0.0,0.0
"Soooo, can i step on your head if i apologize the next day. Lets give it a whirl",1.0,0.0,0.0,1.0,0.0,0.0,0.0
And hang them all...,0.81578946,0.17105263,0.039473683,0.80263156,0.078947365,0.013157895,0.0
Where do you get the Sour Grapes to say this is a Bernie person?  Based on how Bernie does not allow this crap to go on where do you get off with the accusation?,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"What the fuck is with this 'civil comments' horseshit? We don't have ENOUGH censorship from these communist fuckwits at ADN?!!

ADN CAN FUCKING CHOKE.",0.9871451,0.22281736,0.9748259,0.046063203,0.93197644,0.36314943,0.29137653
Sweet - can't wait to eat here! Fuck the cultists.,0.92727274,0.054545455,0.92727274,0.018181818,0.74545455,0.14545454,0.07272727
"So where is Silent Bill Walker's voice on this issue?  You would think a leader would say: "" Kids, cut the crap and go to your rooms, in the Atwood.""  But no word from Silent Bill.  The next we hear from Walker will be his crying about how we need to give him PFD and tax money to buy a TajMahawker for his kids.",1.0,0.0,1.0,0.0,0.8333333,0.0,0.0
"Mr. Frank endorses Berney Sanders, first off. 

A choice between Clinton and Trump is no kind of choice at all. But let's be real here, Trump is a Fucking joke to begin with.",0.96819407,0.19245283,0.9283019,0.003773585,0.90943396,0.009164421,0.013477089
"I didn't mean to ""like"" my own comment  (darn computers).",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""ferret out the weasels""  damn!  I do not have a good comeback for that one.  Well played, ma'am, well played.",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"But they're not too scared to throw a fist in the air as they shoot a cop, huh?! 

You're darn right racism is alive and well. It's just a completely different form of it nowadays.",0.90909094,0.0,0.90909094,0.27272728,0.45454547,0.18181819,0.0
you fucking idiot,0.9927798,0.36462092,0.96750903,0.0027075813,0.982852,0.012635379,0.018050542
this is such a load of shit!!!!!!!!!!!!!!!! maybe if it was their kids things would be different!,0.98755187,0.1219917,0.9493776,0.0024896266,0.53526974,0.004149378,0.001659751
"The damn thing needs to be funded with a voter approved bond measure, not by undercutting services and funded with the general fund account.",1.0,0.0,1.0,0.0,0.16666667,0.0,0.0
"Strict, mindless, party loyalty is a curse to our system. Both major parties are in favor, but currently in Ak, the Reps are in power & are getting the gaff - rightly so.",1.0,0.0,1.0,0.0,1.0,0.2,0.0
"Damn, someone dropped the mic.",1.0,0.0,1.0,0.0,0.2,0.0,0.0
what......what ........????whattt    motherfucker,0.9871355,0.22469983,0.9716981,0.0025728988,0.9056604,0.0154373925,0.05317324
Communication with strangers always seems iffy and more of a gamble. Damn-he was a lucky guy!  Surely phone technology must improve to show access to nearest help!!?,1.0,0.0,1.0,0.0,0.16666667,0.0,0.0
"I bought a solar powered flashlight,darn thing doesn't work at night.",1.0,0.0,1.0,0.0,0.2,0.0,0.0
Then the Anchorage assembly should come up with their own damn money to pay for it....All $32 Million...,0.8181818,0.09090909,0.90909094,0.0,0.45454547,0.0,0.0
"Those darn young people! The picture is the tell: Friday's equate to beer drinking outdoors by roving bands of party seekers. 
That is debunked simply by a few comments posted below. Easy. This article conflates too much and falls into the category of ""much ado about nothing.""",1.0,0.0,1.0,0.0,0.8333333,0.0,0.0
darn tootin they were right to be concerned.  our generation has to carry a large proportion of that valid concern.  WE were the ones that gave birth to some of these dip sticks out there.,1.0,0.0,1.0,0.0,0.2,0.0,0.0
"Dam you, Otness, you took my words, but did it so much better! You called  a spade a spade. I hope the lege takes a lesson, but I have no real hope...just a wee hope.",1.0,0.16666667,1.0,0.0,0.8333333,0.0,0.0
"Fucking worthless scumbags. And college students, no less! What kind of world do these assholes want to live in? I guess they're practicing to be homeless, a deserving lifestyle for these pieces-of-shit.",0.90909094,0.28787878,0.92424244,0.015151516,0.92424244,0.10606061,0.54545456
Fuck Swanson group !!!,0.941968,0.16820858,0.91253155,0.0050462573,0.73254836,0.094196804,0.08410429
"Scientists do scientific research, not reporters, and certainly not parents. Your paediatrician is welcome to their ""opinion"", but it is one lacking good scientific backing. The overwhelming consensus remains that vaccines are safe and effective. To reiterate, vaccinate your goddamn kids!",1.0,0.0,1.0,0.0,0.8333333,0.16666667,0.0
"Damn, you made me look...again! :) Aloha Ryan!",0.8333333,0.0,1.0,0.0,0.16666667,0.0,0.0
"Bullshit.  Bullshit, bullshit, bullshit.

First of all, Martin's fetish for Whiz Bang's overpriced sundaes aside, a ""soft serve"" comparison should be about the soft serve, not about sundaes where you cover up the heart of the product with a bunch of other crap.

You should have had a vanilla cone at each as a baseline for comparison and then maybe recommended some other stuff that each place does especially well, if there was something.

(btw, a friend and ice cream lover went with his family for the first time Whiz Bang this week.  They had a sundae and cone.  He said it should be called ""Whiz Bust"".  You guys are nuts.  Fucking nuts.)",0.94827586,0.15517241,0.9137931,0.0,0.86206895,0.01724138,0.03448276
"Well, damn.  If I'd known Lowenfels was pro-cannabis, I'da called him a lot sooner.",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Darn, I must have missed a good one!",1.0,0.16666667,1.0,0.0,0.16666667,0.0,0.0
"No, this is on the RG, who switched over to this crap, and it is the RG that is losing subscriptions because of it. The RG needs to fire you as you are an insult to professional journalism to the point you prohibit that which the RG publishes.",1.0,0.0,1.0,0.0,0.8,0.0,0.0
"Vigilante  drone driver, fuck you.",0.9756098,0.12195122,0.9268293,0.024390243,0.902439,0.0,0.024390243
And Anchorage has some pretty darn good police officers.  Seven shootings in seven days; four people gunned down because people can't  control themselves.  That's reflective of what's happening in Dallas.,1.0,0.0,1.0,0.0,0.8,0.0,0.0
The FUCK!!!!!,0.9592566,0.09435311,0.95067906,0.0007147963,0.2859185,0.0014295926,0.10364546
Fuck off,0.95454544,0.25757575,0.93939394,0.015151516,0.6515151,0.0,0.0
"All I know is that we need a smart President who knows words, lots of words.

""I went to an Ivy League school. I’m very highly educated. I know words, I have the best words...but there is no better word than stupid. Right?""

Drumpf for President.",1.0,0.0,1.0,0.0,1.0,0.0,0.0
"Trail users, all people really, need to remember to not wall off the world with earplugs and music and especially not have their eyes locked on the damn phone. Keep your head up and looking around, be aware of your surroundings. There's some nice things to see in the world when you actively engage with it instead of travelling through it in an electronic cocoon.",1.0,0.0,1.0,0.0,1.0,0.0,0.0
I thought she moved out of state. Still here? Darn the luck. Maybe losing the PFD will finally nudge those those twits along their way.,1.0,0.0,1.0,0.2,0.0,0.0,0.0
"Fuck fluoridation, that shit is toxic. Fuck it, fuck it to hell.",0.9354839,0.12903225,0.9032258,0.016129032,0.5645161,0.0,0.032258064
FUCK YOU'RE WEB SITE AND YOU'RE ONE SIDED NAZI COMMENT POLICING...SICK OF YOU PICKING WHICH COMMENTS TO POST EVEN IF THEY ARE NOT BAD ONES.....MOST YOU'RE STORIES SUCK ANYWAY....I WILL LOL IF THIS GETS POSTED,0.94285715,0.24285714,0.94285715,0.042857144,0.9,0.21428572,0.3857143
"Fuck you Adn.com  YOUR ALL ASSHOLES AND DESERVE TO END SOON BY YOUR OWN DECISIONS !  Fuck you forever, and ever and ever !! Thank you and fuck you very much.  Me? just a humble and law abiding citizen.",0.9285714,0.2857143,0.9142857,0.071428575,0.87142855,0.0,0.24285714
"Damned if he does, damned if he doesn't. Obama was asked to not visit. He didn't. Had he gone anyway, he'd be blasted for ignoring the governor's request. The money (my tax dollars) spent for the President to travel to a disaster area and glad-hand a few locals doesn't fix the catastrophe. I'm not sure I'd find comfort in saying ""my whole neighborhood is leveled, but the President of the United States toured the area.""",1.0,0.2,1.0,0.0,0.8,0.0,0.0
"Holy crap, this is beyond ridiculous! These so called ""counselors"" need to be removed from their position.
""According to the job description, they serve as ""counselors"" to younger students in the dorms.""  Does this not include Leadership by Example? Being someone the school is proud to have represent their campus? Do we need to keep letting people stir the pot and start more racial drama? College should be about getting an education and this roommate situation is a joke. We have bigger issues on campus:
Sexual assault (1 in 3 women are sexually assaulted on their college campus). 
Campus shootings and acts of violence.
College is a huge financial commitment - especially when you live on campus! 
College is all about new learning experiences and trying new things. Experimenting & adventures. Roommates are about living with other people. Don't want a roommate? Then live by yourself! But if you are on campus, in campus dorms then advertising for a roommate based on race is not acceptable.",1.0,0.0,1.0,0.0,0.8333333,0.0,0.16666667
